STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,JURISDICTION,Jurisdiction,INDUSTRY,Industry,CARTEL_NAME,Cartel name,DD_DIM,Drilldown,DD_ID,DD ID,UNIT_MEASURE,Unit of measure,SANCTION_TYPE,Sanction type,BID_RIGGING,Bid rigging,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CARTEL_CONNOR,Cartel connor,FIRM_NUMBER,Number of firms,PER_NUMBER,Number of persons,CASE_NUMBER,Case number,CASE_LINK,Case link,AUTHORITY,Authority,START_DATE,Start date,END_DATE,End date,CARTEL_DURATION,Cartel duration,DISCOVERY_DATE,Discorevery date,DECISION_DATE,Decision date,SUBSIDIARY_NAME,Subsidiary name,PARENT_NAME,Parent name,PARENT_COUNTRY,Parent country,CURRENCY,Currency original,AMOUNT_ORIGINAL,Amount original,EXCHANGE_RATE,Exchange rate
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,_Z,Not applicable,522,Credit Intermediation and Related Activities,863,"Bank Credit-card interchange fees, Visa & MasterCard",DD,Drilldown,1,,USD,US dollar,_X,Unspecified,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,2,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,32874,,41791,,24.4,,2010,,Unspecified,,MasterCard Inc.,,MasterCard Inc.,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,_Z,Not applicable,522,Credit Intermediation and Related Activities,1015,Bank debit-card interchange fees,DD,Drilldown,575,,USD,US dollar,_X,Unspecified,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,2,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,2008,,Unspecified,,Unspecified,,Unspecified,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,_Z,Not applicable,522,Credit Intermediation and Related Activities,1022,Bank credit-card merchant swipe fees,DD,Drilldown,574,,USD,US dollar,_X,Unspecified,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,2,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,2006,,Unspecified,,Unspecified,,Unspecified,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,212,Mining (except Oil and Gas),711,Rock salt for northern Ohio highways,DD,Drilldown,2851,,USD,US dollar,PA,Private action,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,2,,Unspecified,,Ohio attorney general's office settlement,,Unspecified,,Department of Justice Antitrust Division,,36526,,40179,,10,,2012,,2011,,Unspecified,,Unspecified,,_Z,Not applicable,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,325,Chemical Manufacturing,925,Wellbutrin XL generic pay-for-delay,DD,Drilldown,228,,USD,US dollar,PA,Private action,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,2,,Unspecified,,"US-Civil CASE n. 08-cv-02433, 2:04-cv-
05898",,Unspecified,,Unspecified,,38718,,39083,,1,,2008,,2013,,Unspecified,,Unspecified,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,325,Chemical Manufacturing,928,Skelaxin (metaxalone) pay-for-delay,DD,Drilldown,246,,USD,US dollar,PA,Private action,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,2,,Unspecified,,PaRR: news article (https://app.parr-global.com/CASEs/view/820158),,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,2012,,Unspecified,,Unspecified,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,325,Chemical Manufacturing,920,Altace (blood pressure) pay-for-delay,DD,Drilldown,217,,USD,US dollar,PA,Private action,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,2,,Unspecified,,"Ross v. American Express, No. 04 Civ. 5723(WHP), 2005 WL 2364969, at *13 (S.D.N.Y. Sept. 27, 2005)",,Unspecified,,Unspecified,,38718,,39814,,3,,2001,,2006,,King Pharma,,King Pharma,,USA,United States,USD,US dollar,100000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,325,Chemical Manufacturing,1239,"Adalat, generic drug (Nifedopine), 30 & 60 mg., pay-for-delay",DD,Drilldown,1455,,USD,US dollar,PA,Private action,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,2,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,36861,,37483,,1.7,,2002,,Unspecified,,"Teva Pharmaceutical Industries, Ltd.",,"Teva Pharmaceutical Industries, Ltd.",,USA,United States,USD,US dollar,12500000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,221,Utilities,774,Oil and Gas Rights in Michigan,DD,Drilldown,2522,,USD,US dollar,PA,Private action,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,2,,Unspecified,,"Gov. of Michigan, department of the attorney general press release 24/04/2015",,Unspecified,,US - Civil case,,Unspecified,,41275,,Unspecified,,2012,,2014,,Chesapeake Energy Corp.,,Chesapeake Energy Corp.,,USA,United States,USD,US dollar,25000000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,NZL,New Zealand,321,Wood Product Manufacturing,866,Wood beams,DD,Drilldown,10,,USD,US dollar,_X,Unspecified,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,2,,2,,Unspecified,,Unspecified,,Unspecified,,41153,,41334,,0.5,,2014,,Unspecified,,Fletcher Distribution Ltd (PlaceMakers Stores),,Fletcher Building Group,,USA,United States,NZD,New Zealand dollar,0,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,332,Fabricated Metal Product Manufacturing,1130,"Auto parts, emission controls, ceramic substrates",DD,Drilldown,1071,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,2,,1,,DOJ press release 16-576 and 15-1082,,Unspecified,,Unspecified,,36161,,40575,,12.1,,2015,,2016,,NGK Insulators Ltd.,,NGK Insulators Ltd.,,USA,United States,USD,US dollar,65300000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,333,Machinery Manufacturing,904,"Auto Parts, Oxygen Sensors",DD,Drilldown,143,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,2,,2,,"DOJ: press release n. 14-876, 15-397, 15-652
PaRR: news article (https://app.parr-global.com/CASEs/view/1494660)",,Unspecified,,Unspecified,,36678,,40725,,11.1,,2010,,2014,,NGK Spark Plug Co. Ltd.,,NGK Spark Plug Co. Ltd.,,USA,United States,USD,US dollar,52100000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,333,Machinery Manufacturing,905,"Auto Parts, Air Fuel Ratio Sensors",DD,Drilldown,145,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,2,,2,,DOJ: press release n. 14-876,,Unspecified,,Unspecified,,36526,,40725,,11.5,,2010,,2014,,Nippon Gaishi Kaisha (NGK) Spark Plug Co. Ltd.,,Nippon Gaishi Kaisha (NGK) Spark Plug Co. Ltd.,,USA,United States,USD,US dollar,13000000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,NLD,Netherlands,311,Food Manufacturing,1040,Vinegar,DD,Drilldown,635,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,2,,5,,ACM: CASE n. ACM/DJZ/2015/203320_OV,,Unspecified,,Unspecified,,37165,,41121,,10.8,,2015,,2015,,Burg B.V.,,Burg Beheer B.V. (Greenland Invest B.V. since 2012),,USA,United States,EUR,Euro,2030000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BRA,Brazil,326,Plastics and Rubber Products Manufacturing,890,Plastic Bags,DD,Drilldown,58,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,2,,17,,"CADE: CASE n. 08012.004674 / 2006-50, press release 07/04/2018",,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,2008,,Braspet Industria e Comercio de Embalagens Plastica Ltda Brasil?,,Braspet Industria e Comercio de Embalagens Plastica Ltda Brasil?,,USA,United States,BRL,Brazilian real,1500000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,339,Miscellaneous Manufacturing,968,"Bandages, specialized military",DD,Drilldown,362,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,2,,2,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,1996,,Unspecified,,Fraass Survival Systems Inc.,,Fraass Survival Systems Inc.,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,541,"Professional, Scientific, and Technical Services",1247,Military services,DD,Drilldown,1472,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,2,,1,,DOJ: press release 12/06/2017,,Unspecified,,Unspecified,,39814,,41609,,4.9,,2016,,2017,,Unspecified,,Unspecified,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BRA,Brazil,325,Chemical Manufacturing,1227,Antiretroviral drugs' ingrediants,DD,Drilldown,1439,,USD,US dollar,_X,Unspecified,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,2,,4,,Unspecified,,Unspecified,,Unspecified,,37622,,Unspecified,,Unspecified,,2008,,Unspecified,,Brasvit Indústria e Comércio Ltda.,,Brasvit Indústria e Comércio Ltda.,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,325,Chemical Manufacturing,488,Blood Plasma,DD,Drilldown,3582,,USD,US dollar,PA,Private action,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,2,,Unspecified,,US-Civil CASE n. 09-cv-7666,,https://globalcompetitionreview.com/article/usa/1058693/baxter-plasma-settlement-resolves-bad-blood-with-hospital-class; https://globalcompetitionreview.com/article/1058035/csl-settles-plasma-class-action,,US - Civil case,,37803,,40148,,6.4,,2009,,2013,,Unspecified,,Unspecified,,_Z,Not applicable,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CHE,Switzerland,332,Fabricated Metal Product Manufacturing,538,"Components, heating, A/C, plumbing systems",DD,Drilldown,3446,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,2,,Unspecified,,WEKO: Annual Report 2010,,https://app.parr-global.com/cases/view/1338019,,Competition Commission of Switzerland,,38808,,39814,,2.8,,2008,,2010,,Pneumatex AG,,IMI Group PLC,,GBR,United Kingdom,CHF,Swiss franc,170000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,NGA,Nigeria,485,Transit and Ground Passenger Transportation,787,"Airlines, passenger, UK-Nigeria routes",DD,Drilldown,2456,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,2,,Unspecified,,OFT: CE/7691-06,,https://globalcompetitionreview.com/article/1055443/ba-fine-cut-closes-oft-fuel-surcharge-case,,Federal Competition and Consumer Protection Commission of Nigeria,,37987,,38718,,2,,2011,,2012,,British Airways,,British Airways,,GBR,United Kingdom,NGN,Naira,93900000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,AUS,Australia,333,Machinery Manufacturing,1589,Crane,DD,Drilldown,2148,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,FALSE,,2,,NaN,,NSD 1144 of 2020,,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca1383,,Australian Competition and Consumer Commission,,42608,,43391,,2.175,,Unspecified,,2022,,NQCranes Pty Ltd,,NQCranes Pty Ltd,,USA,United States,AUD,Australian dollar,1000000,,0.6803,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CZE,Czechia,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",1626,Distributors Of Electronics Products,DD,Drilldown,5569,,USD,US dollar,FN_AFT_AP,Fine after appeal,NO,No,,,L,Missing value; data exist but were not collected,FALSE,,2,,NaN,,"23/049 Press Unit of the Office for the Protection of Competition
",,https://uohs.gov.cz/en/information-centre/press-releases/competition/3556-the-office-punishes-a-cartel-of-xiaomi-electronics-distributors-detected-thanks-to-the-leniency-program.html,,The Office for the Protection of Competition,,43101,,43616,,1.430555556,,Unspecified,,2023,,"Witty s.r.o.,",,"Witty s.r.o.,",,SVK,Slovak Republic,CZK,Czech koruna,Unspecified,,0.0447049,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,DEU,Germany,237,Heavy and Civil Engineering Construction,1582,Heavy And Civil Engineering Construction,DD,Drilldown,5704,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,FALSE,,2,,NaN,,B10-21/17,,Bundeskartellamt - Homepage - Fines imposed for concluding agreements in the industrial construction sector,,Federal Cartel Office,,40179,,41699,,4.2,,2017,,2022,,Aktien-Gesellschaft der Dillger Huttenwerke,,Aktien-Gesellschaft der Dillger Huttenwerke,,DEU,Germany,EUR,Euro,Unspecified,,1.054,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ROU,Romania,524,Insurance Carriers and Related Activities,1571,Aviation insurance,DD,Drilldown,5657,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,FALSE,,2,,NaN,,128/2022,,https://www.consiliulconcurentei.ro/wp-content/uploads/2024/04/Decizie-Asigurari-Aviatie-final-neconfidential.pdf,,Romanian Competition Council,,42324,,42724,,1.1,,2016,,2022,,Aon Romania Broker de Asigurare-Reasigurare SRL,,Aon Group,,GBR,United Kingdom,RON,Romanian leu,Unspecified,,0.2159,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,325,Chemical Manufacturing,1551,Radio Pharmaceutical,DD,Drilldown,5422,,USD,US dollar,FN,Fine,PU,Public,1265962.851,,,,FALSE,,2,,2,,S/0644/18,,https://www.cnmc.es/sites/default/files/3349611_1.pdf,,National Authority for Markets and Competition,,41791,,43434,,4.563888889,,2018,,2021,,Advanced Accelerator Applications Ibérica SLU,,Novartis Groupe France S.A. ,,FRA,France,EUR,Euro,1523421,,0.831,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BRA,Brazil,333,Machinery Manufacturing,1610,Car Filters,DD,Drilldown,5493,,USD,US dollar,FN,Fine,NO,No,24511347,,,,FALSE,,2,,5,,08700.003340/2017-63 ,,https://www.gov.br/cade/en/matters/news/cade-levies-fines-against-cartel-in-the-market-of-automotive-filters,,Administrative Council for Economic Defense,,36892,,41274,,12.17222222,,2017,,2021,,MANN + HUMMEL BRASIL ,,MANN+HUMMEL INTERNATIONAL GMBH & CO. KG,,DEU,Germany,BRL,Brazilian real,140700000,,0.17421,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,HKG,Hong Kong (China),541,"Professional, Scientific, and Technical Services",1609,It Solutions In Applications For D-Biz,DD,Drilldown,5490,,USD,US dollar,FN,Fine,PU,Public,15603.8,,,,FALSE,,2,,4,,CTEA 1/2023,,https://www.compcomm.hk/en/enforcement/enforcement/judgments_ctea1_2023.html,,Competition Commission,,43952,,44440,,1.355555556,,2023,,2023,,MULTISOFT LIMITED,,MTT GROUP HOLDINGS LIMITED,,HKG,Hong Kong (China),HKD,Hong Kong dollar,122000,,0.1279,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,IND,India,335,"Electrical Equipment, Appliance, and Component Manufacturing",1537,Electric power steering systems,DD,Drilldown,5405,,USD,US dollar,FN,Fine,NO,No,0,,,,FALSE,,2,,15,,Suo Motu Case No. 07 (01) of 2014,,https://www.cci.gov.in/images/antitrustorder/en/07-01-of-20141652432320.pdf,,Competition Commission of India,,38353,,40907,,7.094444444,,2014,,2019,,Rane NSK Steering Systems Ltd,,NSK Limited,,JPN,Japan,INR,Indian rupee,0,,0.0140897,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,PRT,Portugal,519,"Web Search Portals, Libraries, Archives, and Other Information Services",1578,Databases,DD,Drilldown,5694,,USD,US dollar,STL,Settlement,NO,No,377914.5892,,,,FALSE,,2,,NaN,,PRC/2021/2,,https://extranet.concorrencia.pt/PesquisAdC/PRC_OR_INC_OR_PCC_Page.aspx?IsEnglish=True&Ref=PRC_2021_2,,Competition Authority,,41365,,44353,,8.2,,2019,,2022,,"Informa D&B - Serviços de Gestão de Empresas, Sociedade Unipessoal, Lda.",,CESCE,,ESP,Spain,EUR,Euro,353000,,1.046573982,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,456,Health and Personal Care Retailers,1621,Generic Drug Makers,DD,Drilldown,5537,,USD,US dollar,IMP,Imprisonment,PU,Public,225000000,,,,FALSE,,2,,NaN,,CRIMINAL NO. 2:20-cr-200-RBS ,,https://www.justice.gov/opa/pr/major-generic-drug-companies-pay-over-quarter-billion-dollars-resolve-price-fixing-charges,,Department of Justice,,41395,,42369,,2.705555556,,2020,,2024,,"TEVA PHARMACEUTICALS USA, INC.",,Teva Pharmaceutical Industries Ltd.,,ISR,Israel,USD,US dollar,225000000,,1,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,332,Fabricated Metal Product Manufacturing,1605,Hand Grenades,DD,Drilldown,5477,,USD,US dollar,STL,Settlement,NO,No,15589860,,,,FALSE,,2,,NaN,,AT.40760 ,,https://competition-cases.ec.europa.eu/cases/AT.40760,,European Commission,,39393,,44523,,14.25,,2021,,2023,,DIEHL STIFTUNG & CO. KG,,DIEHL STIFTUNG & CO. KG,,DEU,Germany,EUR,Euro,14300000,,1.0902,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CZE,Czechia,441,Motor Vehicle and Parts Dealers,1502,"Distribution, Volvo",DD,Drilldown,2208,,USD,US dollar,FN,Fine,PR,Private,313735.5,,,,FALSE,,2,,NaN,,ÚOHS-S0770/2016/KD-36200/2017/852/MDa,,https://uohs.gov.cz/download.php?q=sbirky_rozhodnuti/dokumenty/2016_S0770.pdf,,Office for the Protection of Competition,,41083,,42249,,3.238888889,,2017,,2017,,Ascendum Stavební stroje Czech s.r.o.,,Ascendum S.A.,,PRT,Portugal,CZK,Czech koruna,6747000,,0.0465,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,KOR,Korea,333,Machinery Manufacturing,1531,Ct Scanners,DD,Drilldown,5381,,USD,US dollar,FN,Fine,PU,Public,17095.008,,,,FALSE,,2,,NaN,,Resolution No. 2020-063,,http://www.ftc.go.kr/solution/skin/doc.html?fn=3381befd795c4c9dae186f760ce201f355db30939de5dd8f7f7278adb35286d1&rs=/fileupload/data/result//news/report/2020/,,Korea Fair Trade Commission,,42236,,42272,,0.1,,2017,,2020,,Siemens Corporation,,Siemens AG,,KOR,Korea,KRW,Won,21000000,,0.000814048,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,NZL,New Zealand,482,Rail Transportation,1598,Freight Forwarding Companies,DD,Drilldown,5456,,USD,US dollar,FN,Fine,NO,No,3136358.2,,,,FALSE,,2,,NaN,,"CIV-2021-404-002430
[2022] NZHC 1371",,https://comcom.govt.nz/case-register/case-register-entries/mondiale-freight-services-limited,,Commerce Commission,,41214,,43404,,6.083333333,,2018,,2022,,MONDIALE FREIGHT SERVICES LIMITED,,MONDIALE FREIGHT SERVICES LIMITED,,NZL,New Zealand,NZD,New Zealand dollar,4600000,,0.681817,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,POL,Poland,332,Fabricated Metal Product Manufacturing,1595,Hydraulic plugs and sockets for trams,DD,Drilldown,2235,,USD,US dollar,FN,Fine,NO,No,7312,,,,FALSE,,2,,NaN,,RŁO.410.1.2021.AK,,https://decyzje.uokik.gov.pl/bp/dec_prez.nsf/0/2D1B43A407CF5B32C12589410043CF0A?openDocument&act=Decyzja&mobile=yes,,Office of Competition and Consumer Protection,,40018,,43453,,9.541666667,,Unspecified,,2022,,Marcin FIRTECH,,Marcin FIRTECH,,POL,Poland,PLN,Zloty,32000,,0.2285,
