STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,JURISDICTION,Jurisdiction,INDUSTRY,Industry,CARTEL_NAME,Cartel name,DD_DIM,Drilldown,DD_ID,DD ID,UNIT_MEASURE,Unit of measure,SANCTION_TYPE,Sanction type,BID_RIGGING,Bid rigging,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CARTEL_CONNOR,Cartel connor,FIRM_NUMBER,Number of firms,PER_NUMBER,Number of persons,CASE_NUMBER,Case number,CASE_LINK,Case link,AUTHORITY,Authority,START_DATE,Start date,END_DATE,End date,CARTEL_DURATION,Cartel duration,DISCOVERY_DATE,Discorevery date,DECISION_DATE,Decision date,SUBSIDIARY_NAME,Subsidiary name,PARENT_NAME,Parent name,PARENT_COUNTRY,Parent country,CURRENCY,Currency original,AMOUNT_ORIGINAL,Amount original,EXCHANGE_RATE,Exchange rate
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,POL,Poland,325,Chemical Manufacturing,845,"Chemicals, specialty mining",DD,Drilldown,2262,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,, CASE n. RKT - 46/2013,,Unspecified,,Office of Competition and Consumer Protection,,38353,,40330,,5.4,,2013,,2013,,A.Weber” Sp. z o.o. z siedzibą w Zorach,,A.Weber” Sp. z o.o. z siedzibą w Zorach,,POL,Poland,PLN,Zloty,281080,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,AUS,Australia,322,Paper Manufacturing,524,"Paper, photocopy and folio",DD,Drilldown,3466,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,"CNMC: CASE n. S/410/12, VS/410/12",,Unspecified,,Australian Competition and Consumer Commission,,36861,,37987,,3.1,,2006,,2010,,"Asia Pulp & Paper Group (APP, PT Indah Kiat Pulp & Paper tbk)",,"Asia Pulp & Paper Group (APP, PT Indah Kiat Pulp & Paper tbk)",,IDN,Indonesia,AUD,Australian dollar,3400000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,SWE,Sweden,441,Motor Vehicle and Parts Dealers,726,"Tires, retail distribution, sold to Police",DD,Drilldown,2790,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,"Konkurrensverket: press release 24/11/2010, 21/01/2014",,Unspecified,,Swedish Competition Authority,,38353,,38687,,0.9,,2008,,2010,,ATS Euromaster,,ATS Euromaster,,GBR,United Kingdom,SEK,Swedish krona,650000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,IDN,Indonesia,424,"Merchant Wholesalers, Nondurable Goods",623,Gas (LNG) Storage Contract,DD,Drilldown,3019,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,KPPU: press release 18/11/2011,,Unspecified,,Indonesia Competition Commission,,Unspecified,,38718,,Unspecified,,2010,,2010,,PT Medco E&P Tomori Sulawesi,,PT Medco Energi Intl. (20%-owner),,IDN,Indonesia,IDR,Rupiah,800000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,POL,Poland,517,Telecommunications,566,Mobile phone operators,DD,Drilldown,3356,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,"UOKiK: DECISION n. DOK-1/2011
UOKiK: press release 23/11/2011
PL-Criminal CASE n. XVII AmA 145/11",,Unspecified,,Office of Competition and Consumer Protection,,Unspecified,,40179,,Unspecified,,2009,,2011,,Polkomtel sp. z o.o.,,Polkomtel sp. z o.o.,,POL,Poland,PLN,Zloty,11600000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CZE,Czechia,325,Chemical Manufacturing,594,Detergents,DD,Drilldown,3215,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,"28 April 2011, HENKEL ČR, spol. s r.o., Procter & Gamble – Rakona, s.r.o. and Reckitt Benckiser, spol. s r.o.",,Unspecified,,Office for the Protection of Competition,,36433,,38026,,4.4,,2011,,2011,,"HENKEL ČR, spol. s r.o.",,Henkel AG & Co. KGaA,,DEU,Germany,CZK,Czech koruna,0,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,HUN,Hungary,326,Plastics and Rubber Products Manufacturing,679,Plastic pipes,DD,Drilldown,2891,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,GVH: CASE n. Vj/50/2011,,Unspecified,,Hungarian Competition Authority,,39904,,40544,,1.8,,2011,,2015,,"Wavin Hungary Ipari, Kereskedelmi and Szolgáltató Kft.",,Wavin Group,,NLD,Netherlands,HUF,Forint,2600000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,KOR,Korea,333,Machinery Manufacturing,617,"Air Conditioning, Korean Govt. Tenders",DD,Drilldown,3026,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,KFTC: Annual Report 2011,,Unspecified,,Korea Fair Trade Commission,,39448,,39904,,1.2,,2009,,2010,,Samsung Electronics,,Samsung Group,,KOR,Korea,KRW,Won,8000000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CHL,Chile,325,Chemical Manufacturing,1149,Ampoules of injectable medicines,DD,Drilldown,1105,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,BKA: press release 28/09/2010,,Unspecified,,Unspecified,,39814,,40178,,1,,2006,,Unspecified,,Fresnius Kabi Chile,,Fresenius SE,,USA,United States,CLP,Chilean peso,2200000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BRA,Brazil,423,"Merchant Wholesalers, Durable Goods",950,"Ambulances, Sao Paulo State",DD,Drilldown,311,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,CADE: CASE n. 08012.003931/2005-55,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,2014,,2014,,HMD Distribuidora de Veiculos,,HMD Distribuidora de Veiculos,,USA,United States,BRL,Brazilian real,140200,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,PER,Peru,424,"Merchant Wholesalers, Nondurable Goods",1060,"Gases, medical oxygen",DD,Drilldown,725,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,"Indecopi: CASE n. 051-2010/CLC-INDECOPI, press release 16/06/2020 (https://www.indecopi.gob.pe/en/-/la-corte-suprema-de-justicia-ratifico-la-sancion-impuesta-por-el-indecopi-al-cartel-del-oxigeno-medicinal)",,Unspecified,,Unspecified,,36161,,38169,,5.5,,2008,,2010,,AGA SA,,Linde Group AG,,USA,United States,PEN,Peruvian sol,1740000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CHL,Chile,445,Food and Beverage Retailers,1099,"Chicken, retail",DD,Drilldown,932,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,FNE: press release 04/03/2019,,Unspecified,,Unspecified,,39448,,40908,,4,,2016,,2019,,Cencosud SA,,Cencosud SA,,USA,United States,CLP,Chilean peso,5100000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,DEU,Germany,331,Primary Metal Manufacturing,1077,"Steel, carbon stainless",DD,Drilldown,821,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,BKA: CASE n. B12-22/15 and B12-21/17,,Unspecified,,Unspecified,,37987,,42338,,11.9,,2015,,2018,,Dörrenberg Edelstahl GmbH,,Dörrenberg Edelstahl GmbH,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,_Z,Not applicable,424,"Merchant Wholesalers, Nondurable Goods",969,Tampico fiber importation,DD,Drilldown,364,,USD,US dollar,_X,Unspecified,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,32874,,34820,,5.3,,1989,,Unspecified,,A&L Mayer Associates ,,A&L Mayer Associates ,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,325,Chemical Manufacturing,736,"Cipro, Pay-for-Delay",DD,Drilldown,2725,,USD,US dollar,PA,Private action,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,686 F.3d 197 (3d Cir. 2012).,,Unspecified,,US - Civil case,,35431,,37987,,7,,2000,,2013,,Unspecified,,Unspecified,,_Z,Not applicable,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,325,Chemical Manufacturing,987,Adderall XR pay-for-delay,DD,Drilldown,428,,USD,US dollar,PA,Private action,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,PaRR: news article (https://app.parr-global.com/CASEs/view/70093; https://app.parr-global.com/CASEs/view/797898; https://app.parr-global.com/intelligence/view/1468885),,Unspecified,,Unspecified,,38808,,40909,,5.8,,2006,,2013,,Unspecified,,Unspecified,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CAN,Canada,333,Machinery Manufacturing,1073,"Auto parts, alternators",DD,Drilldown,801,,USD,US dollar,PA,Private action,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,3,,4,,"EC: CASE n. AT.40028 - Alternators and Starters
US-Criminal CASE n. 2:13-cr-20707-GCS-PJK
DOJ: press release 13-1074, 14-998
CA Competition Bureau: press release 25/04/2017, Overview of the auto parts bid‑rigging
investigatio 

PaRR: news article (https://app.parr-global.com/intelligence/view/prime-2688699)",,Unspecified,,Unspecified,,36526,,40232,,10.2,,2009,,2013,,Hitachi Automotive Systems,,Hitachi Ltd.,,USA,United States,CAD,Canadian dollar,710000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,NZL,New Zealand,541,"Professional, Scientific, and Technical Services",1033,Beef cattle tracing service,DD,Drilldown,616,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,5,,CASE confirmed by NZ competition authority,,Unspecified,,Unspecified,,40544,,40909,,1,,2012,,2015,,Rural Livestock Ltd.,,Rural Livestock Ltd.,,USA,United States,NZD,New Zealand dollar,320000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,455,General Merchandise Retailers,1119,Posters sold online worldwide,DD,Drilldown,1003,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,2,,CMA: CASE n. 50223,,Unspecified,,Unspecified,,41518,,41640,,0.3,,2015,,2016,,Trod Ltd. (a/k/a Buy 4 Less) (bankrupt),,Trod Ltd. (a/k/a Buy 4 Less) (bankrupt),,USA,United States,USD,US dollar,50000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,DEU,Germany,333,Machinery Manufacturing,1249,"Batteries, industrial,lead surcharge",DD,Drilldown,1474,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,2,,BKA: CASE n. B11-13/13,,Unspecified,,Unspecified,,37987,,42004,,11,,2014,,2017,,Exide Technologies GmbH,,Exide Technologies Corp.,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ZAF,South Africa,481,Air Transportation,635,"Airlines 3, World Cup event",DD,Drilldown,2996,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,3,,Unspecified,,SA CompCom: press release 28/01/2010,,https://globalcompetitionreview.com/article/1052070/airlines-raided-over-world-cup-pricing; https://globalcompetitionreview.com/article/1055334/south-africa-settles-with-saa-and-singapore-airlines,,Competition Commission of South Africa,,40179,,40210,,0.1,,2010,,2012,,Singapore Airlines,,Temasek Holdings (Govt. of Singapore 55%),,SGP,Singapore,ZAR,Rand,3300000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BEL,Belgium,561,Administrative and Support Services,1611,Private Security,DD,Drilldown,5494,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,FALSE,,3,,NaN,,BMA-2024-I/O-25-AUD ,,https://www.belgiancompetition.be/en/about-us/actualities/press-release-nr-27-2024,,Belgian Competition Authority,,39448,,44196,,13.18888889,,2020,,2024,,SECURITAS,,SECURITAS AB ,,SWE,Sweden,EUR,Euro,Unspecified,,1.05306,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BEL,Belgium,561,Administrative and Support Services,1617,Fire Protection,DD,Drilldown,5526,,USD,US dollar,STL,Settlement,PU,Public,,,L,Missing value; data exist but were not collected,FALSE,,3,,NaN,,24-I/O-27-AUD,,https://www.belgiancompetition.be/en/about-us/actualities/press-release-nr-30-2024,,Belgian Competition Authority,,39918,,42619,,7.502777778,,2018,,2024,,ANSUL,,TYCO INTERNATIONAL LTD.,,GBR,United Kingdom,EUR,Euro,Unspecified,,1.05306,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,DEU,Germany,331,Primary Metal Manufacturing,1553,Steel manufacturers,DD,Drilldown,5441,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,FALSE,,3,,3,,B12-25/16,,https://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Fallberichte/Kartellverbot/2020/B12-25-16.html,,Federal Cartel Office,,37408,,42522,,14.20555556,,2015,,2019,,Ilsenburger Grobblech GmbH,,Salzgitter AG,,DEU,Germany,EUR,Euro,Unspecified,,1.1177,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CAN,Canada,311,Food Manufacturing,1282,Chocolate Confectionery products,DD,Drilldown,1527,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,FALSE,,3,,3,,"PR 06/06/2013 
PR 21/06/2013
PR 18/11/2015",,https://competition-bureau.canada.ca/how-we-foster-competition/education-and-outreach/news-releases/price-fixing-charges-stayed-chocolate-case,,Competition Bureau Canada.,,37599,,39436,,5.102777778,,2007,,2015,,Nestlé Canada Inc.,,Nestlé  SA,,USA,United States,CAD,Canadian dollar,Unspecified,,0.7185,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CZE,Czechia,311,Food Manufacturing,1508,Bakeries,DD,Drilldown,1835,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,FALSE,,3,,NaN,,S233/03-2050/04-ORP.,,https://uohs.gov.cz/cs/hospodarska-soutez/sbirky-rozhodnuti/detail-13515.html,,Office for the Protection of Competition,,37622,,37937,,0.875,,2004,,2006,,Delta Pekárny,,United Bakeries Luxembourg,,USA,United States,CZK,Czech koruna,Unspecified,,0.0475,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,GBR,United Kingdom,325,Chemical Manufacturing,1554,Fludrocortisone acetate tablets,DD,Drilldown,5444,,USD,US dollar,FN,Fine,NO,No,2651131.522,,,,FALSE,,3,,1,,Case 50455,,https://assets.publishing.service.gov.uk/media/5f746219e90e0740c86c7611/50455_Non-confidential_Public_Decision_.pdf,,Competition and Markets Authority,,42430,,42662,,0.644444444,,2017,,2020,,Aspen Pharmacare Holdings Limited,,Aspen Europe GmbH,,ZAF,South Africa,GBP,Pound sterling,2101954,,1.26127,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BRA,Brazil,446,Health and Personal Care Stores,1615,Purchase Of Orthoses And Prostheses,DD,Drilldown,5518,,USD,US dollar,FN,Fine,PR,Private,16502911,,,,FALSE,,3,,16,,08700.003699/2017-31,,https://sei.cade.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?0c62g277GvPsZDAxAO1tMiVcL9FcFMR5UuJ6rLqPEJuTUu08mg6wxLt0JzWxCor9mNcMYP8UAjTVP9dxRfPBcc1Q7sg8swoTtoYxh1A3dhARNWVewiFgEUXMm5KKC32r,,Administrative Council for Economic Defense,,37987,,42369,,12.17222222,,2015,,2024,,Medtronic,,Medtronic plc,,GBR,United Kingdom,BRL,Brazilian real,100000000,,0.16502911,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CZE,Czechia,482,Rail Transportation,1625,"Railway
Crossing Security Tender",DD,Drilldown,5565,,USD,US dollar,FN,Fine,PR,Private,767761.9526,,,,FALSE,,3,,NaN,,23/126 – S205/2021,,https://uohs.gov.cz/en/information-centre/press-releases/competition/3671-high-fines-for-a-cartel-related-to-the-railway-crossing-security-tender.html,,The Office for the Protection of Competition,,42095,,Unspecified,,Unspecified,,Unspecified,,2023,,AK signal Brno a.s.,,K signal s.r.o.,,CZE,Czechia,CZK,Czech koruna,17174000,,0.0447049,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CZE,Czechia,541,"Professional, Scientific, and Technical Services",1358,Interior design,DD,Drilldown,2200,,USD,US dollar,FN,Fine,PR,Private,87694.2,,,,FALSE,,3,,NaN,,ÚOHS-S0338/2015/KD​,,https://uohs.gov.cz/cs/hospodarska-soutez/sbirky-rozhodnuti/detail-14164.html,,Office for the Protection of Competition,,41370,,41458,,0.244444444,,2015,,2016,,"Artspect, as",,"Artspect, as",,CZE,Czechia,CZK,Czech koruna,2266000,,0.0387,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ROU,Romania,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",1620,Provision Of Electronic Services,DD,Drilldown,5534,,USD,US dollar,FN,Fine,PU,Public,514303.9593,,,,FALSE,,3,,NaN,,Decizia nr. 80/2023,,https://www.consiliulconcurentei.ro/wp-content/uploads/2023/07/Eng-MAI.pdf,,Romanian Competition Council,,44013,,44227,,0.594444444,,2021,,2023,,DATAWARE CONSULTING S.R.L.,,DATAWARE CONSULTING S.R.L.,,ROU,Romania,RON,Romanian leu,2321589.12,,0.221531,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CZE,Czechia,482,Rail Transportation,1503,Railways,DD,Drilldown,2210,,USD,US dollar,FN,Fine,NO,No,0,,,,FALSE,,3,,NaN,,ÚOHS-S0633/2016/KD- 27706/2018/852/DSv,,https://uohs.gov.cz/cs/hospodarska-soutez/sbirky-rozhodnuti/detail-15806.html,,Office for the Protection of Competition,,38944,,40451,,4.186111111,,2015,,2018,,Rail Cargo Austria AG,,ÖBB Holding AG,,AUT,Austria,CZK,Czech koruna,0,,0.0438358,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,DNK,Denmark,315,Apparel Manufacturing,1614,Clothing Retailers,DD,Drilldown,5515,,USD,US dollar,FN,Fine,NO,No,1700328,,,,FALSE,,3,,NaN,,"30903/2021
19/03566
19/04380",,https://en.kfst.dk/nyheder/kfst/english/judgements/20240917-hugo-boss-fined-dkk-12-million-1-608-650-for-infringing-the-competition-rules/,,Danish Competition and Consumer Authority,,41640,,43220,,4.388888889,,2020,,2024,,Hugo Boss Nordic ApS,,Hugo Boss AG,,DEU,Germany,DKK,Danish krone,12000000,,0.141694,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,HKG,Hong Kong (China),491,Postal Service,1618,Sale Of Mail Inserters,DD,Drilldown,5528,,USD,US dollar,FN,Fine,NO,No,179211.9,,,,FALSE,,3,,NaN,,CTEA 1/2021,,https://www.compcomm.hk/en/enforcement/enforcement/judgments_ctea1_2021.html,,Competition Commission,,43191,,43496,,0.847222222,,2021,,2021,,QUADIENT TECHNOLOGIES HONG KONG,,Quadient S.A.,,FRA,France,HKD,Hong Kong dollar,1399000,,0.1281,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,LVA,Latvia,237,Heavy and Civil Engineering Construction,1619,Road Construction,DD,Drilldown,5531,,USD,US dollar,FN,Fine,PU,Public,4853188.579,,,,FALSE,,3,,NaN,,"(Prot. Nr. 28, 3)",,https://www.kp.gov.lv/en/article/competition-council-discovers-road-construction-cartel,,Competition Council of Latvia,,42695,,43465,,2.138888889,,2021,,2023,,AS A.C.B.,,AS A.C.B.,,LVA,Latvia,EUR,Euro,4451649.77,,1.0902,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,238,Specialty Trade Contractors,1533,Meteorological radars,DD,Drilldown,5383,,USD,US dollar,FN,Fine,PU,Public,487800,,,,FALSE,,3,,NaN,,S/DC/0626/18,,https://www.cnmc.es/sites/default/files/2871509_16.pdf ,,National Authority for Markets and Competition,,41883,,43464,,4.391666667,,2018,,2020,,Adasa Sistemas SAU,,Comsa CORPORACIÓN DE Infraestructuras SL,,ESP,Spain,EUR,Euro,450000,,1.084,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,333,Machinery Manufacturing,1602,Car Emissions,DD,Drilldown,5471,,USD,US dollar,FN,Fine,NO,No,1165970545,,,,FALSE,,3,,NaN,,AT.40178 ,,https://competition-cases.ec.europa.eu/cases/AT.40178,,European Commission,,39989,,41913,,5.344444444,,2019,,2021,,DAIMLER,, DAIMLER AG ,,DEU,Germany,EUR,Euro,875189000,,1.33225,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,PRT,Portugal,326,Plastics and Rubber Products Manufacturing,596,Polyurethane foam,DD,Drilldown,1850,,USD,US dollar,FN,Fine,NO,No,0,,,,TRUE,,3,,5,,PR 11-03-2014,,https://www.concorrencia.pt/sites/default/files/processos_e_decisoes/prc/decisoes/AdC-PRC_2011_01-Decisao-VNC-final-net.pdf,,Portuguese Competition Authority,,36526,,40543,,11.15833333,,2011,,2013,,FLEX 2000 - Produtos Flexíveis S.A.,,FLEX 2000 Group,,USA,United States,EUR,Euro,0,,1.3676,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,POL,Poland,541,"Professional, Scientific, and Technical Services",1367,Boiler plant services,DD,Drilldown,1650,,USD,US dollar,FN,Fine,PR,Private,11801.65267,,,,FALSE,,3,,4,,DECYZJA Nr RPZ 5/2017,,https://decyzje.uokik.gov.pl/bp/dec_prez.nsf/1/D68A05C66B4E9F31C1258233004AF3BB?editDocument&act=Decyzja,,Office of Competition and Consumer Protection,,42005,,42735,,2.027777778,,2016,,2017,,Megatherm sp. z o.o.,,Megatherm sp. z o.o.,,USA,United States,PLN,Zloty,42083.38,,0.280435,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,AUS,Australia,237,Heavy and Civil Engineering Construction,1495,Underground cables,DD,Drilldown,1828,,USD,US dollar,FN,Fine,PR,Private,2702700,,,,FALSE,,3,,NaN,,MR 123/17,,https://www.accc.gov.au/media-release/prysmian-to-pay-penalty-of-35m-for-engaging-in-cartel-conduct,,Australian Competition and Consumer Commission,,37865,,37894,,0.080555556,,2016,,2018,,Prysmian Cavi E Sistemi,,Prysmian Group,,USA,United States,AUD,Australian dollar,3500000,,0.7722,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,NOR,Norway,238,Specialty Trade Contractors,1453,Electrician services,DD,Drilldown,1733,,USD,US dollar,FN,Fine,PR,Private,211762.54,,,,FALSE,,3,,NaN,,V2015-28,,https://konkurransetilsynet.no/decisions/v2015-28/,,Norwegian Competition Authority,,41236,,41548,,0.866666667,,2013,,2015,,Arro Elektro AS,,Arro Holding AS,,USA,United States,NOK,Norwegian krone,1870000,,0.113242,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ROU,Romania,113,Forestry and Logging,1326,Wood market,DD,Drilldown,1590,,USD,US dollar,FN,Fine,PR,Private,100832.8498,,,,FALSE,,3,,NaN,,press release 23/01/2019,,https://www.consiliulconcurentei.ro/comunicate/consiliul-concurentei-a-sanctionat-3-companii-de-pe-piata-lemnului-pentru-trucarea-unei-licitatii/,,Romanian Competition Council,,Unspecified,,Unspecified,,Unspecified,,2016,,2019,,Nico-Paul Srl,,Nico-Paul Srl,,USA,United States,RON,Romanian leu,410696,,0.245517,
